Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Application method (product.metafields.shopify.application-method),Caffeine content (product.metafields.shopify.caffeine-content),Coffee product form (product.metafields.shopify.coffee-product-form),Coffee roast (product.metafields.shopify.coffee-roast),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic function (product.metafields.shopify.cosmetic-function),Country (product.metafields.shopify.country),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary supplements (product.metafields.shopify.dietary-supplements),Dietary use (product.metafields.shopify.dietary-use),Dispenser type (product.metafields.shopify.dispenser-type),Flavor (product.metafields.shopify.flavor),Gardening use (product.metafields.shopify.gardening-use),Heat function (product.metafields.shopify.heat-function),Ingredient category (product.metafields.shopify.ingredient-category),Massage technique (product.metafields.shopify.massage-technique),Muscle stimulator design (product.metafields.shopify.muscle-stimulator-design),Nutrient content (product.metafields.shopify.nutrient-content),Power source (product.metafields.shopify.power-source),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Suitable space (product.metafields.shopify.suitable-space),Target gender (product.metafields.shopify.target-gender),Water filter application (product.metafields.shopify.water-filter-application),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
clear-plus-natural-facial-soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0723/0744/1902/files/WhatsAppImage2025-03-28at01.50.25_0c77c107.jpg?v=1743953323,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clear-plus-natural-facial-soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0723/0744/1902/files/WhatsAppImage2025-03-28at01.50.24_2b947b7a.jpg?v=1743953323,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clear-plus-natural-facial-soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0723/0744/1902/files/WhatsAppImage2025-03-28at01.50.25_adcc1dcc.jpg?v=1743953323,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clear-plus-natural-facial-soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0723/0744/1902/files/WhatsAppImage2025-03-28at01.50.24_0327b7e7.jpg?v=1743953323,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clear-plus-natural-facial-soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0723/0744/1902/files/WhatsAppImage2025-03-28at01.50.24_4103433a.jpg?v=1743953323,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-mone-sherbet-sunscreen-spf-50-pa,S’MONE Perfect UV Sherbet Sunscreen – SPF 50+ PA++++,"<p> </p>
<p data-end=""269"" data-start=""181""><strong data-end=""220"" data-start=""181""><span class=""_fadeIn_m1hgl_8"">S’MONE </span><span class=""_fadeIn_m1hgl_8"">Perfect </span><span class=""_fadeIn_m1hgl_8"">UV </span><span class=""_fadeIn_m1hgl_8"">Sherbet </span><span class=""_fadeIn_m1hgl_8"">Sunscreen</span></strong><br data-end=""223"" data-start=""220""><strong data-end=""269"" data-start=""223""><span class=""_fadeIn_m1hgl_8"">Broad </span><span class=""_fadeIn_m1hgl_8"">Spectrum </span><span class=""_fadeIn_m1hgl_8"">Protection – </span><span class=""_fadeIn_m1hgl_8"">SPF </span><span class=""_fadeIn_m1hgl_8"">50+ </span><span class=""_fadeIn_m1hgl_8"">PA++++</span></strong></p>
<h3 data-end=""320"" data-start=""276"">
<span class=""_fadeIn_m1hgl_8"">☀️ </span><span class=""_fadeIn_m1hgl_8"">Light </span><span class=""_fadeIn_m1hgl_8"">as </span><span class=""_fadeIn_m1hgl_8"">Sherbet. </span><span class=""_fadeIn_m1hgl_8"">Strong </span><span class=""_fadeIn_m1hgl_8"">as </span><span class=""_fadeIn_m1hgl_8"">a </span><span class=""_fadeIn_m1hgl_8"">Shield.</span>
</h3>
<p data-end=""609"" data-start=""322""><strong data-end=""361"" data-start=""322""><span class=""_fadeIn_m1hgl_8"">S’MONE </span><span class=""_fadeIn_m1hgl_8"">Perfect </span><span class=""_fadeIn_m1hgl_8"">UV </span><span class=""_fadeIn_m1hgl_8"">Sherbet </span><span class=""_fadeIn_m1hgl_8"">Sunscreen</span></strong><span class=""_fadeIn_m1hgl_8""> </span><span class=""_fadeIn_m1hgl_8"">offers </span><span class=""_fadeIn_m1hgl_8"">next-</span><span class=""_fadeIn_m1hgl_8"">generation </span><span class=""_fadeIn_m1hgl_8"">sun </span><span class=""_fadeIn_m1hgl_8"">protection </span><span class=""_fadeIn_m1hgl_8"">with </span><span class=""_fadeIn_m1hgl_8"">a </span><span class=""_fadeIn_m1hgl_8"">silky, </span><span class=""_fadeIn_m1hgl_8"">sherbet-</span><span class=""_fadeIn_m1hgl_8"">like </span><span class=""_fadeIn_m1hgl_8"">texture </span><span class=""_fadeIn_m1hgl_8"">that </span><strong data-end=""464"" data-start=""440""><span class=""_fadeIn_m1hgl_8"">melts </span><span class=""_fadeIn_m1hgl_8"">into </span><span class=""_fadeIn_m1hgl_8"">your </span><span class=""_fadeIn_m1hgl_8"">skin</span></strong><span class=""_fadeIn_m1hgl_8"">. </span><span class=""_fadeIn_m1hgl_8"">It </span><span class=""_fadeIn_m1hgl_8"">defends </span><span class=""_fadeIn_m1hgl_8"">against </span><strong data-end=""524"" data-start=""485""><span class=""_fadeIn_m1hgl_8"">UVA, </span><span class=""_fadeIn_m1hgl_8"">UVB, </span><span class=""_fadeIn_m1hgl_8"">blue </span><span class=""_fadeIn_m1hgl_8"">light, </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">pollution</span></strong><span class=""_fadeIn_m1hgl_8"">, </span><span class=""_fadeIn_m1hgl_8"">while </span><span class=""_fadeIn_m1hgl_8"">soothing </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">hydrating </span><span class=""_fadeIn_m1hgl_8"">with </span><strong data-end=""608"" data-start=""560""><span class=""_fadeIn_m1hgl_8"">Vitamin </span><span class=""_fadeIn_m1hgl_8"">E, </span><span class=""_fadeIn_m1hgl_8"">Aloe </span><span class=""_fadeIn_m1hgl_8"">Vera, </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">Snow </span><span class=""_fadeIn_m1hgl_8"">Lotus </span><span class=""_fadeIn_m1hgl_8"">Extract</span></strong><span class=""_fadeIn_m1hgl_8"">.</span></p>
<p data-end=""821"" data-start=""611""><span class=""_fadeIn_m1hgl_8"">Formulated </span><span class=""_fadeIn_m1hgl_8"">with </span><span class=""_fadeIn_m1hgl_8"">a </span><strong data-end=""658"" data-start=""629""><span class=""_fadeIn_m1hgl_8"">Pollution </span><span class=""_fadeIn_m1hgl_8"">Defense </span><span class=""_fadeIn_m1hgl_8"">Complex</span></strong><span class=""_fadeIn_m1hgl_8"">, </span><span class=""_fadeIn_m1hgl_8"">this </span><span class=""_fadeIn_m1hgl_8"">sunscreen </span><span class=""_fadeIn_m1hgl_8"">protects </span><span class=""_fadeIn_m1hgl_8"">your </span><span class=""_fadeIn_m1hgl_8"">skin </span><span class=""_fadeIn_m1hgl_8"">barrier </span><span class=""_fadeIn_m1hgl_8"">from </span><span class=""_fadeIn_m1hgl_8"">harsh </span><span class=""_fadeIn_m1hgl_8"">environmental </span><span class=""_fadeIn_m1hgl_8"">stressors — </span><span class=""_fadeIn_m1hgl_8"">all </span><span class=""_fadeIn_m1hgl_8"">with </span><span class=""_fadeIn_m1hgl_8"">a </span><strong data-end=""778"" data-start=""750""><span class=""_fadeIn_m1hgl_8"">non-</span><span class=""_fadeIn_m1hgl_8"">greasy, </span><span class=""_fadeIn_m1hgl_8"">matte </span><span class=""_fadeIn_m1hgl_8"">finish</span></strong><span class=""_fadeIn_m1hgl_8""> </span><span class=""_fadeIn_m1hgl_8"">that’s </span><span class=""_fadeIn_m1hgl_8"">perfect </span><span class=""_fadeIn_m1hgl_8"">under </span><span class=""_fadeIn_m1hgl_8"">makeup </span><span class=""_fadeIn_m1hgl_8"">or </span><span class=""_fadeIn_m1hgl_8"">on </span><span class=""_fadeIn_m1hgl_8"">its </span><span class=""_fadeIn_m1hgl_8"">own.</span></p>
<h3 data-end=""850"" data-start=""828"">
<span class=""_fadeIn_m1hgl_8"">✅ </span><strong data-end=""850"" data-start=""834""><span class=""_fadeIn_m1hgl_8"">Key </span><span class=""_fadeIn_m1hgl_8"">Benefits</span></strong>
</h3>
<ul data-end=""1188"" data-start=""852"">
<li data-end=""900"" data-start=""852"">
<p data-end=""900"" data-start=""854""><strong data-end=""872"" data-start=""854""><span class=""_fadeIn_m1hgl_8"">SPF </span><span class=""_fadeIn_m1hgl_8"">50+ </span><span class=""_fadeIn_m1hgl_8"">PA++++</span></strong><span class=""_fadeIn_m1hgl_8""> </span><span class=""_fadeIn_m1hgl_8"">Broad </span><span class=""_fadeIn_m1hgl_8"">Spectrum </span><span class=""_fadeIn_m1hgl_8"">Protection</span></p>
</li>
<li data-end=""968"" data-start=""901"">
<p data-end=""968"" data-start=""903""><span class=""_fadeIn_m1hgl_8"">Shields </span><span class=""_fadeIn_m1hgl_8"">from </span><strong data-end=""966"" data-start=""916""><span class=""_fadeIn_m1hgl_8"">UVA/</span><span class=""_fadeIn_m1hgl_8"">UVB </span><span class=""_fadeIn_m1hgl_8"">rays, </span><span class=""_fadeIn_m1hgl_8"">blue </span><span class=""_fadeIn_m1hgl_8"">light, </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">PM2.5 </span><span class=""_fadeIn_m1hgl_8"">pollutants</span></strong></p>
</li>
<li data-end=""1027"" data-start=""969"">
<p data-end=""1027"" data-start=""971""><strong data-end=""1002"" data-start=""971""><span class=""_fadeIn_m1hgl_8"">Lightweight </span><span class=""_fadeIn_m1hgl_8"">sherbet </span><span class=""_fadeIn_m1hgl_8"">texture</span></strong><span class=""_fadeIn_m1hgl_8""> </span><span class=""_fadeIn_m1hgl_8"">that </span><span class=""_fadeIn_m1hgl_8"">absorbs </span><span class=""_fadeIn_m1hgl_8"">instantly</span></p>
</li>
<li data-end=""1070"" data-start=""1028"">
<p data-end=""1070"" data-start=""1030""><strong data-end=""1045"" data-start=""1030""><span class=""_fadeIn_m1hgl_8"">Oil </span><span class=""_fadeIn_m1hgl_8"">control</span></strong><span class=""_fadeIn_m1hgl_8""> </span><span class=""_fadeIn_m1hgl_8"">without </span><span class=""_fadeIn_m1hgl_8"">clogging </span><span class=""_fadeIn_m1hgl_8"">pores</span></p>
</li>
<li data-end=""1121"" data-start=""1071"">
<p data-end=""1121"" data-start=""1073""><strong data-end=""1099"" data-start=""1073""><span class=""_fadeIn_m1hgl_8"">Soothes </span><span class=""_fadeIn_m1hgl_8"">sensitive </span><span class=""_fadeIn_m1hgl_8"">skin</span></strong><span class=""_fadeIn_m1hgl_8""> </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">reduces </span><span class=""_fadeIn_m1hgl_8"">redness</span></p>
</li>
<li data-end=""1188"" data-start=""1122"">
<p data-end=""1188"" data-start=""1124""><span class=""_fadeIn_m1hgl_8"">Suitable </span><span class=""_fadeIn_m1hgl_8"">for </span><strong data-end=""1155"" data-start=""1137""><span class=""_fadeIn_m1hgl_8"">all </span><span class=""_fadeIn_m1hgl_8"">skin </span><span class=""_fadeIn_m1hgl_8"">types</span></strong><span class=""_fadeIn_m1hgl_8""> — </span><span class=""_fadeIn_m1hgl_8"">even </span><span class=""_fadeIn_m1hgl_8"">delicate </span><span class=""_fadeIn_m1hgl_8"">or </span><span class=""_fadeIn_m1hgl_8"">reactive </span><span class=""_fadeIn_m1hgl_8"">skin</span></p>
</li>
</ul>
<h3 data-end=""1222"" data-start=""1195"">
<span class=""_fadeIn_m1hgl_8"">🌿 </span><strong data-end=""1222"" data-start=""1202""><span class=""_fadeIn_m1hgl_8"">Hero </span><span class=""_fadeIn_m1hgl_8"">Ingredients</span></strong>
</h3>
<ul data-end=""1561"" data-start=""1224"">
<li data-end=""1283"" data-start=""1224"">
<p data-end=""1283"" data-start=""1226""><strong data-end=""1239"" data-start=""1226""><span class=""_fadeIn_m1hgl_8"">Vitamin </span><span class=""_fadeIn_m1hgl_8"">E</span></strong><span class=""_fadeIn_m1hgl_8""> – </span><span class=""_fadeIn_m1hgl_8"">Antioxidant </span><span class=""_fadeIn_m1hgl_8"">that </span><span class=""_fadeIn_m1hgl_8"">protects </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">nourishes</span></p>
</li>
<li data-end=""1356"" data-start=""1284"">
<p data-end=""1356"" data-start=""1286""><strong data-end=""1308"" data-start=""1286""><span class=""_fadeIn_m1hgl_8"">Snow </span><span class=""_fadeIn_m1hgl_8"">Lotus </span><span class=""_fadeIn_m1hgl_8"">Extract</span></strong><span class=""_fadeIn_m1hgl_8""> – </span><span class=""_fadeIn_m1hgl_8"">Calms </span><span class=""_fadeIn_m1hgl_8"">irritation </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">boosts </span><span class=""_fadeIn_m1hgl_8"">skin </span><span class=""_fadeIn_m1hgl_8"">resilience</span></p>
</li>
<li data-end=""1421"" data-start=""1357"">
<p data-end=""1421"" data-start=""1359""><strong data-end=""1372"" data-start=""1359""><span class=""_fadeIn_m1hgl_8"">Aloe </span><span class=""_fadeIn_m1hgl_8"">Vera</span></strong><span class=""_fadeIn_m1hgl_8""> – </span><span class=""_fadeIn_m1hgl_8"">Deeply </span><span class=""_fadeIn_m1hgl_8"">hydrates </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">soothes </span><span class=""_fadeIn_m1hgl_8"">sun-</span><span class=""_fadeIn_m1hgl_8"">exposed </span><span class=""_fadeIn_m1hgl_8"">skin</span></p>
</li>
<li data-end=""1498"" data-start=""1422"">
<p data-end=""1498"" data-start=""1424""><strong data-end=""1453"" data-start=""1424""><span class=""_fadeIn_m1hgl_8"">Pollution </span><span class=""_fadeIn_m1hgl_8"">Defense </span><span class=""_fadeIn_m1hgl_8"">Complex</span></strong><span class=""_fadeIn_m1hgl_8""> – </span><span class=""_fadeIn_m1hgl_8"">Guards </span><span class=""_fadeIn_m1hgl_8"">against </span><span class=""_fadeIn_m1hgl_8"">dust </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">urban </span><span class=""_fadeIn_m1hgl_8"">pollutants</span></p>
</li>
<li data-end=""1561"" data-start=""1499"">
<p data-end=""1561"" data-start=""1501""><strong data-end=""1533"" data-start=""1501""><span class=""_fadeIn_m1hgl_8"">Silicone-</span><span class=""_fadeIn_m1hgl_8"">free &amp; </span><span class=""_fadeIn_m1hgl_8"">Alcohol-</span><span class=""_fadeIn_m1hgl_8"">free</span></strong><span class=""_fadeIn_m1hgl_8""> – </span><span class=""_fadeIn_m1hgl_8"">Gentle </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">non-</span><span class=""_fadeIn_m1hgl_8"">irritating</span></p>
</li>
</ul>
<h3 data-end=""1585"" data-start=""1568"">
<span class=""_fadeIn_m1hgl_8"">🧴 </span><span class=""_fadeIn_m1hgl_8"">How </span><span class=""_fadeIn_m1hgl_8"">to </span><span class=""_fadeIn_m1hgl_8"">Use</span>
</h3>
<p data-end=""1743"" data-start=""1587""><span class=""_fadeIn_m1hgl_8"">Apply </span><strong data-end=""1628"" data-start=""1593""><span class=""_fadeIn_m1hgl_8"">generously </span><span class=""_fadeIn_m1hgl_8"">to </span><span class=""_fadeIn_m1hgl_8"">the </span><span class=""_fadeIn_m1hgl_8"">face </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">neck</span></strong><span class=""_fadeIn_m1hgl_8""> </span><span class=""_fadeIn_m1hgl_8"">at </span><span class=""_fadeIn_m1hgl_8"">least </span><strong data-end=""1672"" data-start=""1638""><span class=""_fadeIn_m1hgl_8"">15 </span><span class=""_fadeIn_m1hgl_8"">minutes </span><span class=""_fadeIn_m1hgl_8"">before </span><span class=""_fadeIn_m1hgl_8"">sun </span><span class=""_fadeIn_m1hgl_8"">exposure</span></strong><span class=""_fadeIn_m1hgl_8"">.</span><br data-end=""1676"" data-start=""1673""><span class=""_fadeIn_m1hgl_8"">Reapply </span><strong data-end=""1701"" data-start=""1684""><span class=""_fadeIn_m1hgl_8"">every </span><span class=""_fadeIn_m1hgl_8"">2 </span><span class=""_fadeIn_m1hgl_8"">hours</span></strong><span class=""_fadeIn_m1hgl_8""> </span><span class=""_fadeIn_m1hgl_8"">if </span><span class=""_fadeIn_m1hgl_8"">outdoors, </span><span class=""_fadeIn_m1hgl_8"">sweating, </span><span class=""_fadeIn_m1hgl_8"">or </span><span class=""_fadeIn_m1hgl_8"">after </span><span class=""_fadeIn_m1hgl_8"">swimming.</span></p>
<h3 data-end=""1761"" data-start=""1750"">
<span class=""_fadeIn_m1hgl_8"">⚠️ </span><span class=""_fadeIn_m1hgl_8"">Note</span>
</h3>
<p data-end=""1888"" data-start=""1763""><span class=""_fadeIn_m1hgl_8"">This </span><span class=""_fadeIn_m1hgl_8"">is </span><span class=""_fadeIn_m1hgl_8"">a </span><strong data-end=""1795"" data-start=""1773""><span class=""_fadeIn_m1hgl_8"">cosmetic </span><span class=""_fadeIn_m1hgl_8"">sunscreen</span></strong><span class=""_fadeIn_m1hgl_8"">, </span><span class=""_fadeIn_m1hgl_8"">not </span><span class=""_fadeIn_m1hgl_8"">a </span><span class=""_fadeIn_m1hgl_8"">medicinal </span><span class=""_fadeIn_m1hgl_8"">product.</span><br data-end=""1824"" data-start=""1821""><span class=""_fadeIn_m1hgl_8"">For </span><strong data-end=""1849"" data-start=""1828""><span class=""_fadeIn_m1hgl_8"">external </span><span class=""_fadeIn_m1hgl_8"">use </span><span class=""_fadeIn_m1hgl_8"">only</span></strong><span class=""_fadeIn_m1hgl_8"">. </span><span class=""_fadeIn_m1hgl_8"">Discontinue </span><span class=""_fadeIn_m1hgl_8"">use </span><span class=""_fadeIn_m1hgl_8"">if </span><span class=""_fadeIn_m1hgl_8"">irritation </span><span class=""_fadeIn_m1hgl_8"">occurs.</span></p>",atpgroupservices,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,"","",true,Title,Default Title,,,,,,,,"",30.0,shopify,11,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0723/0744/1902/files/WhatsAppImage2025-03-28at01.47.06_2992d70a.jpg?v=1743430889,1,"",false,,,2844,,,,,,,,,,,,,,,,,,,,,,,,,,tube,,,,,,,,,spf-protection,,cooling; mattifying; revitalizing; priming; protection; refreshing,non-greasy; uva-uvb-protection,,sensitive; all-skin-types,,,,,g,,,active
s-mone-sherbet-sunscreen-spf-50-pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0723/0744/1902/files/WhatsAppImage2025-03-28at01.47.06_0634da46.jpg?v=1743700776,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-mone-sherbet-sunscreen-spf-50-pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0723/0744/1902/files/WhatsAppImage2025-03-28at01.47.07_b093187d.jpg?v=1743700776,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-mone-sherbet-sunscreen-spf-50-pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0723/0744/1902/files/WhatsAppImage2025-03-28at01.47.07_a3dda1b4.jpg?v=1743700776,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-mone-sherbet-sunscreen-spf-50-pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0723/0744/1902/files/WhatsAppImage2025-03-28at01.47.08_6d4caa0b.jpg?v=1743700776,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atp-membership,ATP Membership,"<p><strong>Exclusive Benefits for Our Valued Clients!</strong><br>Join our ATP Group Services Membership for just 99 AED per year and enjoy exclusive perks, including: <br>1. 15% Discount on all our premium services: <br>- Home Massage &amp; Spa Services <br>- EMS (Electro Muscle Stimulation) Training <br>- Home Yoga Sessions <br>- Cosmetics &amp; Healthy Food Supplements<br> 2. Free Delivery on all product orders </p>
<p><strong>How It Works</strong>: <br>1. Sign Up &amp; Pay – Subscribe for just 99 AED per year. <br>2. Enjoy Your Benefits – Get 15% off on all services and free delivery on orders. <br>3. Renew Annually – Keep saving year after year! <br><strong>Why Join?</strong> <br>- Save on every booking <br>- Free delivery on all purchases <br>- Membership pays for itself after just a few sessions! Become a member today and start saving</p>",atpgroupservices,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,,-2,deny,manual,99.00,,false,false,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
